Unit.ID	Timestamp	Date	Time	S_Height_cm	S_Height_pixel	S_Area_cmsquared	S_Area_pixel	S_Perimeter_cm	S_Perimeter_pixel	S_Convex_hull_area_cmsquared	S_Solidity	S_Compactness	S_Width_cm	S_Width_pixel	S_Leaf_area_cmsquared	Genotype	Soil	Replication	Row	Column	Platform
20	2020-02-18 01:01:39	2020-02-18	01:01:39	0.467948717948718	109.5	0.0101186362273504	580	0.519042480924265	124.267027304759	NA	NA	0.961857379767827	0.16737619994	41	NA	EPPN2_L	S1	2	2	2	SPPU
21	2020-02-18 01:11:08	2020-02-18	01:11:08	0.39957264957265	93.5	0.0197487865678633	1132	1.0562975765159	252.894444302729	NA	NA	0.920124481327801	0.2449407804	60	NA	EPPN_T	S1	2	2	3	SPPU
22	2020-02-18 01:20:37	2020-02-18	01:20:37	0.0106837606837607	2.5	0.000209351094358974	12	0.0535821833482406	12.8284271247462	NA	NA	1.66666666666667	0.02857642438	7	NA	EPPN1_H	S1	2	2	4	SPPU
23	2020-02-18 01:31:29	2020-02-18	01:31:29	0.655982905982906	153.5	0.0590719004582906	3386	1.83437565887258	439.178715550191	NA	NA	0.882690302398332	0.39598759498	97	NA	EPPN2_H	S1	2	2	5	SPPU
24	2020-02-18 01:40:21	2020-02-18	01:40:21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	S1	2	2	6	SPPU
25	2020-02-18 01:50:52	2020-02-18	01:50:52	0.955128205128205	223.5	0.0658932569494872	3777	2.06541171977411	494.492424049176	NA	NA	0.623338257016248	0.21636435602	53	NA	EPPN3_H	S1	2	2	7	SPPU
26	2020-02-18 02:01:22	2020-02-18	02:01:22	0.277777777777778	65	0.00403000856641026	231	0.417017486060612	99.8406204335659	NA	NA	0.948717948717949	0.11430569752	28	NA	EPPN3_L	S1	2	2	8	SPPU
27	2020-02-18 02:12:35	2020-02-18	02:12:35	0.425213675213675	99.5	0.0274424392855556	1573	1.26066550019385	301.823376490863	NA	NA	0.595382286146858	0.21636435602	53	NA	EPPN4_L	S1	2	2	9	SPPU
28	2020-02-18 02:31:33	2020-02-18	02:31:33	0.959401709401709	224.5	0.0591765760054701	3392	2.09284741745328	501.0609665441	NA	NA	0.403953793021317	0.27759955112	68	NA	EPPN2_H	S2	2	2	10	SPPU
29	2020-02-18 02:34:48	2020-02-18	02:34:48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	S2	2	2	11	SPPU
30	2020-02-18 02:45:04	2020-02-18	02:45:04	0.61965811965812	145	0.0696615766479487	3993	1.96079594334544	469.44574285495	NA	NA	0.576773075256392	0.33883474622	83	NA	EPPN1_L	S2	2	2	12	SPPU
31	2020-02-18 02:56:03	2020-02-18	02:56:03	0.790598290598291	185	0.0778611611770085	4463	2.21469217294502	530.232539419354	NA	NA	0.559904654372099	0.28984659014	71	NA	EPPN1_H	S2	2	2	13	SPPU
32	2020-02-18 03:06:28	2020-02-18	03:06:28	0.497863247863248	116.5	0.0378227643808547	2168	1.2857264914567	307.823376490863	NA	NA	0.748360372799448	0.19595262432	48	NA	EPPN_T	S2	2	2	14	SPPU
33	2020-02-18 03:18:53	2020-02-18	03:18:53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN2_L	S2	2	2	15	SPPU
34	2020-02-18 03:23:07	2020-02-18	03:23:07	1.02777777777778	240.5	0.0783670929883761	4492	2.63779047514555	631.529003975636	NA	NA	0.442692421405341	0.39190524864	96	NA	EPPN4_H	S2	2	2	16	SPPU
